text,dim_labels,sentiment_labels,risk_label
"送的小菜味道很好，很用心，很有诚意。","0","1,1,1,1,1,1,1,1",0,22
"座位太拥挤了，转身都会碰到旁边的人。","2","1,1,0,1,1,1,1,1",0,24
"红烧羊肉很入味，羊肉很烂，萝卜也很甜。","0","1,1,1,1,1,1,1,1",0,24
"手机扫码点餐页面打不开，等了好久才加载出来。","3","1,1,1,0,1,1,1,1",1,26
"椰浆饭很香，椰浆味很浓，配的咖喱鸡很好吃。","0","1,1,1,1,1,1,1,1",0,26
"餐桌上有个大蟑螂爬过去了，太恐怖了。","7,2","1,1,0,1,1,1,1,0",3,25
"煎牛排要了全熟，切开还是有血丝。","0","0,1,1,1,1,1,1,1",1,24
"草莓酸奶很新鲜，草莓很甜，酸奶很浓稠。","0,1","1,1,1,1,1,1,1,1",0,24
"服务员聊天的声音比客人还大，很吵。","3,2","1,1,0,0,1,1,1,1",1,24
"麻辣鱼片很嫩，辣椒花椒很香，豆芽也很脆。","0","1,1,1,1,1,1,1,1",0,25
"等餐的时候看到店员在用手拿食物吃，没戴手套。","7,2","1,1,0,1,1,1,1,0",3,27
"草莓拿破仑很好吃，酥皮很脆，奶油很轻。","0","1,1,1,1,1,1,1,1",0,24
"前台订位时说好了靠窗，去了说窗边满了。","3","1,1,1,0,1,1,1,1",1,25
"咸水鸭很咸，肉质偏老，不太合我的口味。","0","0,1,1,1,1,1,1,1",1,25
"红糖姜茶很暖身，姜味很足，甜度刚好。","0","1,1,1,1,1,1,1,1",0,23
"服务员拿来的筷子是湿的，像是刚洗过没擦干。","7,2","1,1,0,1,1,1,1,0",2,27
"鲜肉月饼很好吃，肉馅很鲜，外皮很酥。","0","1,1,1,1,1,1,1,1",0,24
"店门口在施工，尘土飞扬，影响用餐体验。","2","1,1,0,1,1,1,1,1",0,26
"芥末虾球很爽口，虾很大只，芥末味刚好。","0,1","1,1,1,1,1,1,1,1",0,24
"点了半只鸡，上来只有几个块，根本不够半只的量。","5","1,1,1,1,1,0,1,1",2,28
"葱油饼很薄很脆，葱香浓郁，配粥很好。","0","1,1,1,1,1,1,1,1",0,24
"店里的沙发都塌了，坐着陷下去，很难受。","2","1,1,0,1,1,1,1,1",0,24
"奶盖茶很好喝，奶盖很厚，茶底很香。","0","1,1,1,1,1,1,1,1",0,23
"服务员报菜名像念经一样，完全听不清。","3","1,1,1,0,1,1,1,1",1,25
"孜然土豆片炸得很脆，孜然味很香，很好吃。","0","1,1,1,1,1,1,1,1",0,26
"蛋糕里有蛋壳碎片，硌牙了，品控太差了。","7","1,1,1,1,1,1,1,0",3,25
"咸肉菜饭很香，咸肉很多，青菜也很嫩。","0","1,1,1,1,1,1,1,1",0,24
"服务员当众整理内衣，非常不雅观。","3","1,1,1,0,1,1,1,1",1,23
"椒盐鸭下巴很香，肉不多但啃着很过瘾。","0","1,1,1,1,1,1,1,1",0,24
"等了一个多小时才上主食，人都饿过头了。","4","1,1,1,1,0,1,1,1",2,25
"绿豆饼很酥很香，绿豆馅很细腻，甜度刚好。","0","1,1,1,1,1,1,1,1",0,26
"买单的时候说扫不了码，只能现金，根本没提前说。","3,5","1,1,1,0,1,0,1,1",2,28
"玉米羹很鲜甜，玉米粒很多，蛋花很细。","0","1,1,1,1,1,1,1,1",0,24
"茶水是收费的，但服务员没有提前告知。","3,5","1,1,1,0,1,0,1,1",1,25
"胡萝卜蛋糕很好吃，上面一层芝士很香，核桃很多。","0","1,1,1,1,1,1,1,1",0,27
"店里的灯忽明忽暗的，感觉很廉价。","2","1,1,0,1,1,1,1,1",0,23
"柠檬烤鱼很清新，柠檬味很足，鱼肉很嫩。","0","1,1,1,1,1,1,1,1",0,24
"叫了三个服务员都说不是自己负责的区域，推来推去。","3","1,1,1,0,1,1,1,1",2,29
"黑芝麻糊很香浓，是现磨的，口感很细腻。","0","1,1,1,1,1,1,1,1",0,24
"盘子边上都是缺角，感觉很破旧，该换了。","2","1,1,0,1,1,1,1,1",0,25
"叉烧炒蛋很嫩滑，叉烧很香，蛋很滑。","0","1,1,1,1,1,1,1,1",0,24
"门口迎宾说话像背课文一样，毫无感情。","3","1,1,1,0,1,1,1,1",1,25
"沙姜鸡很香，沙姜味很足，鸡肉很嫩滑。","0","1,1,1,1,1,1,1,1",0,24
"餐前送的例汤很敷衍，就是白水加了几片菜叶。","0","0,1,1,1,1,1,1,1",1,28
"巧克力熔岩蛋糕很好吃，流心效果完美。","0","1,1,1,1,1,1,1,1",0,24
"服务员收茶位费但茶是凉的，要求换一壶才给换。","3,5","1,1,1,0,1,0,1,1",1,28
"串串香很香，菜品丰富，锅底很够味。","0,1","1,1,1,1,1,1,1,1",0,24
"有个服务员态度特别好，但其他人都很冷漠。","3","1,1,1,1,1,1,1,1",0,26
"虾片是软的不脆，像是受潮了，不好吃。","0","0,1,1,1,1,1,1,1",1,24
"五香花生很入味，花生很饱满，下酒很好。","0","1,1,1,1,1,1,1,1",0,24
"门口有人发传单拉客，很烦，像旅游景点。","3","1,1,1,0,1,1,1,1",1,25
"酱爆腰花很嫩，腰花处理得很干净，酱汁很浓。","0","1,1,1,1,1,1,1,1",0,26
"餐厅楼下有停车场，但车位很少，很难停。","2","1,1,0,1,1,1,1,1",0,26
"脆皮鸡饭很好吃，鸡皮很脆，肉很嫩，饭很香。","0","1,1,1,1,1,1,1,1",0,26
"吃完之后舌头发麻，怀疑是花椒精放太多了。","7","1,1,1,1,1,1,1,0",3,27
"金桔柠檬茶很解渴，金桔味很足，酸酸甜甜。","0","1,1,1,1,1,1,1,1",0,26
"服务员在我们桌旁边整理餐具，声音很大很吵。","3,2","1,1,0,0,1,1,1,1",1,27
"椒盐排骨炸得很香，肉很多，椒盐很够味。","0","1,1,1,1,1,1,1,1",0,25
"包间的电视坏了也不修，想看看新闻都不行。","2","1,1,0,1,1,1,1,1",0,25
"红豆奶茶很香滑，红豆很多，甜度刚好。","0","1,1,1,1,1,1,1,1",0,24
"服务员把我们订的蛋糕提前打开了，送上来已经塌了。","3","1,1,1,0,1,1,1,1",1,28
"酱骨架很大个，肉很多，炖得很烂，啃着过瘾。","0","1,1,1,1,1,1,1,1",0,26
"餐桌擦得还算干净，但椅子很脏，都是污渍。","2,7","1,1,0,1,1,1,1,0",2,28
"奶油蘑菇意面很好吃，酱汁很浓，蘑菇很多。","0","1,1,1,1,1,1,1,1",0,24
"天气这么热，餐厅居然不开空调，省电费吗。","2","1,1,0,1,1,1,1,1",1,25
"菠萝包新鲜出炉的，很香很酥脆。","0","1,1,1,1,1,1,1,1",0,20
"吃出了一根很长的头发，叫了经理过来也只是说抱歉。","7,3","1,1,1,0,1,1,1,0",3,27
"芹菜炒肉丝很清爽，芹菜很脆，肉丝很嫩。","0","1,1,1,1,1,1,1,1",0,24
"饮料杯里有裂纹，漏水，要求换了一杯。","2","1,1,0,1,1,1,1,1",1,25
"豆豉蒸鱼很香，豆豉味很足，鱼肉很鲜嫩。","0,1","1,1,1,1,1,1,1,1",0,24
"走廊上堆满了纸箱，走路都不方便。","2","1,1,0,1,1,1,1,1",0,23
"海鲜饼很好吃，虾仁鱿鱼很多，饼皮很脆。","0,1","1,1,1,1,1,1,1,1",0,25
"包厢最低消太高了，四个人吃了两千多还没吃饱。","5","1,1,1,1,1,0,1,1",2,27
"肉夹馍的肉很香很烂，馍很酥脆，正宗陕西味。","0","1,1,1,1,1,1,1,1",0,26
"服务员给我们倒水的时候水壶盖掉了，掉进杯子里了。","3","1,1,1,0,1,1,1,1",1,28
"腌笃鲜很鲜，笋很嫩，咸肉很香，汤很白。","0","1,1,1,1,1,1,1,1",0,25
"餐厅玻璃门上全是手印，没人擦。","2","1,1,0,1,1,1,1,1",0,22
"香草冰淇淋很顺滑，香草味很纯，不会太甜。","0","1,1,1,1,1,1,1,1",0,24
"新来的服务员业务不熟，点个菜问了三次才明白。","3","1,1,1,0,1,1,1,1",1,28
"蛋花汤很清淡，蛋花很细，放了很多葱花。","0","1,1,1,1,1,1,1,1",0,23
"结账时账单多算了服务费，说是系统默认加的。","5,3","1,1,1,0,1,0,1,1",1,27
"酱香牛腱子肉切得很薄，很入味，下酒不错。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的桌椅摆放太密了，过人都要侧身。","2","1,1,0,1,1,1,1,1",0,24
"南瓜红豆汤很暖，南瓜很甜，红豆很绵。","0","1,1,1,1,1,1,1,1",0,23
"服务员把没吃完的菜直接倒掉了，也不问要不要打包。","3","1,1,1,0,1,1,1,1",1,28
"椒盐九肚鱼外酥里嫩，鱼肉很鲜，椒盐很香。","0,1","1,1,1,1,1,1,1,1",0,26
"等位的时候没有凳子，站在门口等了半小时。","2,4","1,1,0,1,0,1,1,1",1,26
"杨梅酒很好喝，酒味不重，杨梅味很足。","0","1,1,1,1,1,1,1,1",0,24
"面条里吃出了小石子，牙齿差点崩了。","7","1,1,1,1,1,1,1,0",3,23
"蒜蓉西兰花很清爽，西兰花很脆，蒜蓉很香。","0","1,1,1,1,1,1,1,1",0,24
"用餐到一半经理来问满意度，感觉在走过场。","3","1,1,1,0,1,1,1,1",1,27
"墨鱼饼很Q弹，墨鱼味很足，煎得很香。","0","1,1,1,1,1,1,1,1",0,23
"店里的筷子是一次性的，但质量很差，会掉屑。","2","1,1,0,1,1,1,1,1",0,26
"酸汤水饺很开胃，水饺很大个，馅料很足。","0","1,1,1,1,1,1,1,1",0,24
"前台电话一直没人接，想订位都打不进去。","3","1,1,1,0,1,1,1,1",1,25
"蔬菜沙拉配的酱汁很好吃，酸酸甜甜很开胃。","0","1,1,1,1,1,1,1,1",0,26



"糖醋里脊炸得很酥，酸甜汁裹得很均匀，很好吃。","0","1,1,1,1,1,1,1,1",0,26
"服务员上菜的时候汤汁洒了一桌子，也不擦就走了。","3","1,1,1,0,1,1,1,1",1,27
"新鲜椰子汁很清甜，是现开的椰子，很解渴。","0,1","1,1,1,1,1,1,1,1",0,24
"等了一个小时才吃上，味道很普通，不值得等这么久。","0,4","0,1,1,1,0,1,1,1",1,29
"三杯鸡很香，鸡肉很嫩，酱汁很浓，九层塔很提味。","0","1,1,1,1,1,1,1,1",0,27
"店里的碗碟有缺口，用起来小心翼翼的，怕割嘴。","2","1,1,0,1,1,1,1,1",1,27
"青椒酿肉很好吃，青椒不辣，肉馅很鲜嫩多汁。","0","1,1,1,1,1,1,1,1",0,26
"服务员对熟客很热情，对我们很冷漠，区别对待太明显。","3","1,1,1,0,1,1,1,1",2,29
"糟溜鱼片很嫩滑，糟香味很足，木耳胡萝卜配色好看。","0","1,1,1,1,1,1,1,1",0,27
"结账时要求看小票，服务员很不耐烦地扔了过来。","3,5","1,1,1,0,1,0,1,1",1,28
"脆皮豆腐外酥里嫩，蘸的甜辣酱很配，很好吃。","0","1,1,1,1,1,1,1,1",0,26
"门口迎宾员态度很好，主动开门说欢迎光临。","3","1,1,1,1,1,1,1,1",0,25
"煲仔饭的腊肠很香，米饭粒粒分明，锅巴也很脆。","0","1,1,1,1,1,1,1,1",0,26
"叫服务员加菜，应了一声就走了，等了半小时也没来下单。","3,4","1,1,1,0,0,1,1,1",1,29
"柠檬茶做得很清爽，茶味重柠檬味足，不会太甜。","0","1,1,1,1,1,1,1,1",0,26
"吃饭时头顶的空调滴水，滴到菜里了，叫服务员也没解决。","2,3","1,1,0,0,1,1,1,1",1,29
"虎皮凤爪很软糯，一抿就脱骨了，酱香味很浓。","0","1,1,1,1,1,1,1,1",0,26
"餐厅里蚊子很多，被咬了好几个包，根本没法安心吃。","2,7","1,1,0,1,1,1,1,0",3,29
"麻辣烫的汤底很浓郁，可以喝的那种，菜品也很新鲜。","0,1","1,1,1,1,1,1,1,1",0,27
"服务员推荐的菜都很贵，但味道都很一般，感觉被宰了。","3,5","1,1,1,0,1,0,1,1",2,29
"燕麦粥熬得很绵密，加了红枣和枸杞，很养生。","0","1,1,1,1,1,1,1,1",0,26
"隔壁桌吵架很凶，服务员也没管，吃饭心情全毁了。","2,3","1,1,0,0,1,1,1,1",1,28
"炸鲜奶外皮酥脆，里面的奶冻很滑，甜度刚刚好。","0","1,1,1,1,1,1,1,1",0,26
"点了一份肥肠，洗得很干净没有异味，烧得也很烂。","0,7","1,1,1,1,1,1,1,1",0,27
"服务员收盘子时直接把碗筷往桶里扔，声音很响很吵。","3,2","1,1,0,0,1,1,1,1",1,29
"海苔肉松小贝很好吃，蛋糕体很软，肉松很多。","0","1,1,1,1,1,1,1,1",0,26
"火锅吃到一半没燃气了，换了两次才弄好，浪费时间。","3,4","1,1,1,0,0,1,1,1",1,29
"土豆泥做得很细腻，奶香味很足，搭配的肉酱很好吃。","0","1,1,1,1,1,1,1,1",0,27
"店里的背景音乐很舒缓，氛围很好，适合约会。","2","1,1,1,1,1,1,1,1",0,26
"服务员直接把找零的硬币扔在桌上，太不尊重人了。","3","1,1,1,0,1,1,1,1",1,27
"鱼香茄子煲很香很下饭，茄子很软烂，肉末也很多。","0","1,1,1,1,1,1,1,1",0,27
"等位区有人抽烟，烟味飘过来很难闻，也没人管。","2,3","1,1,0,0,1,1,1,1",1,29
"烤全羊很香很大只，外皮焦脆，肉很嫩，值得推荐。","0,1","1,1,1,1,1,1,1,1",0,27
"服务员端菜时大拇指插在菜汤里了，当场看见了反胃。","3,7","1,1,1,0,1,1,1,0",3,29
"奶香馒头很软，炼乳很甜，小朋友特别喜欢吃。","0","1,1,1,1,1,1,1,1",0,26
"结账时说会员卡不能积分，理由是系统升级，太敷衍了。","5,3","1,1,1,0,1,0,1,1",2,30
"椒盐虾炸得很酥脆，连壳都可以吃，椒盐味很香。","0,1","1,1,1,1,1,1,1,1",0,27
"餐桌上放的纸巾是收费的，没注意用了，结账才知道。","5,3","1,1,1,0,1,0,1,1",1,29
"萝卜糕煎得很香，外脆内软，蘸辣椒酱很配。","0","1,1,1,1,1,1,1,1",0,26
"服务员把我们订的生日蛋糕提前拿出来，惊喜全没了。","3","1,1,1,0,1,1,1,1",1,27
"麻辣鸡煲很够味，鸡肉很嫩，洋葱和芹菜配得很好。","0","1,1,1,1,1,1,1,1",0,27
"店里空调开太冷了，跟服务员说调高，她说不能调。","2,3","1,1,0,0,1,1,1,1",1,28
"猪红汤很鲜，猪红很嫩，胡椒粉放得刚好。","0","1,1,1,1,1,1,1,1",0,24
"点了三个菜，两个都太咸了，另一个没味道。","0","0,1,1,1,1,1,1,1",1,26
"叉烧包是现蒸的，等了十五分钟，但值得，很好吃。","0,4","1,1,1,1,0,1,1,1",0,28
"前台两个服务员在聊天，客人来了也不理，继续聊。","3","1,1,1,0,1,1,1,1",1,28
"板栗烧鸡很好吃，板栗很糯很甜，鸡肉也很嫩。","0","1,1,1,1,1,1,1,1",0,26
"菜里有根很长的头发，换了之后经理说送个果盘，但也没送。","7,3","1,1,1,0,1,1,1,0",3,30
"香煎鳕鱼煎得很香，鱼肉很嫩，配的柠檬奶油酱很棒。","0,1","1,1,1,1,1,1,1,1",0,28
"餐厅厕所门口味道很大，路过都想吐，太脏了。","2,7","1,1,0,1,1,1,1,0",3,28
"脆皮五花肉很香，皮很脆，肉很嫩，蘸料很特别。","0","1,1,1,1,1,1,1,1",0,27
"服务员上菜时说'小心烫'，很贴心，细节做得很好。","3","1,1,1,1,1,1,1,1",0,27
"麻辣烫的菜品种类很多，但有些菜明显不新鲜了。","1","1,0,1,1,1,1,1,1",2,27
"石锅鱼很香，鱼很新鲜，汤底酸辣开胃，配菜也很多。","0,1","1,1,1,1,1,1,1,1",0,27
"让服务员拿个儿童座椅，等了二十分钟才拿来。","3,4","1,1,1,0,0,1,1,1",1,28
"黑椒牛肉粒很嫩，黑椒味很浓，彩椒配色很好看。","0","1,1,1,1,1,1,1,1",0,26
"厨房里传出很大的吵架声，客人全听到了，很尴尬。","2,3","1,1,0,0,1,1,1,1",1,28
"桂花糯米藕很香甜，桂花味很浓，藕很糯。","0","1,1,1,1,1,1,1,1",0,25
"预订了包间却没有预留，到了才临时安排，很不专业。","3","1,1,1,0,1,1,1,1",2,28
"红油抄手很香很辣，皮薄馅大，味道很正宗。","0","1,1,1,1,1,1,1,1",0,26
"火锅汤底越煮越咸，后面加了几次汤还是很咸。","0","0,1,1,1,1,1,1,1",1,27
"巧克力布朗尼很好吃，蛋糕体很湿润，核桃很多。","0","1,1,1,1,1,1,1,1",0,26
"服务员收盘子时把剩菜汤弄到我包包上了，也没道歉。","3","1,1,1,0,1,1,1,1",1,28
"椒盐玉米粒炸得很香，咸甜适中，小朋友抢着吃。","0","1,1,1,1,1,1,1,1",0,27
"店家的招牌灯很亮很显眼，很好找，位置也很好。","2","1,1,1,1,1,1,1,1",0,27
"毛血旺里的鸭血不新鲜，有异味，其他还好。","1","1,0,1,1,1,1,1,1",2,27
"葱油鸡很香，鸡肉很滑嫩，葱油味很足。","0","1,1,1,1,1,1,1,1",0,25
"买单时收银员在刷手机，等了半天才抬头。","3","1,1,1,0,1,1,1,1",1,26
"芝士薯条很好吃，芝士酱很浓，薯条很脆。","0","1,1,1,1,1,1,1,1",0,25
"吃到一半发现桌布下面有污渍，掀开一看很恶心。","2,7","1,1,0,1,1,1,1,0",2,28
"榴莲班戟很好吃，榴莲肉很多，奶油很轻。","0","1,1,1,1,1,1,1,1",0,25
"服务员一直催我们点菜，我们还没看完菜单呢。","3","1,1,1,0,1,1,1,1",1,27
"白切鸡很嫩，蘸料姜葱味很香，很地道的做法。","0","1,1,1,1,1,1,1,1",0,26
"店里的电梯坏了，要爬楼梯，老人很不方便。","2","1,1,0,1,1,1,1,1",0,27
"红糖锅盔很香，红糖流心很足，外皮很酥脆。","0","1,1,1,1,1,1,1,1",0,26
"服务员把凉菜和热菜一起上的，凉菜都不凉了。","3,4","1,1,1,0,0,1,1,1",1,28
"辣子鸡里的鸡肉太少了，满盘子都是辣椒和花椒。","0,5","0,1,1,1,1,0,1,1",2,28
"芒果布丁很滑，芒果味很浓，上面还加了芒果粒。","0","1,1,1,1,1,1,1,1",0,27
"门口排队的人挤来挤去，也没有维持秩序的人。","2,3","1,1,0,0,1,1,1,1",1,28
"豆沙包很软很甜，豆沙馅很细，不会太甜腻。","0","1,1,1,1,1,1,1,1",0,27
"这家的价格比其他分店贵，但味道还没其他店好。","5,0","0,1,1,1,1,0,1,1",2,28
"鲜榨西瓜汁很解暑，是现榨的，没有加糖。","0,1","1,1,1,1,1,1,1,1",0,26
"服务员上菜时手臂上的汗滴到菜里了，太不卫生了。","3,7","1,1,1,0,1,1,1,0",3,29
"麻辣鸭舌很入味，鸭舌很嫩，麻辣味很足。","0","1,1,1,1,1,1,1,1",0,26
"桌子是摇的，叫人来修，拿了几张纸垫了一下。","2","1,1,0,1,1,1,1,1",1,27
"XO酱炒萝卜糕很香，XO酱味很足，萝卜糕外脆内软。","0","1,1,1,1,1,1,1,1",0,28
"服务员报了半天的菜名，我一个字都没听清。","3","1,1,1,0,1,1,1,1",1,26
"炸鸡排很厚实，外皮很脆，肉很多汁，很好吃。","0","1,1,1,1,1,1,1,1",0,26
"店里用的大米很差，饭很散没有黏性，不好吃。","0","0,1,1,1,1,1,1,1",1,26
"酸萝卜炒牛肉很下饭，酸萝卜很脆，牛肉很嫩。","0","1,1,1,1,1,1,1,1",0,26
"吃完后嘴巴发苦，舌头也发麻，感觉调料有问题。","7","1,1,1,1,1,1,1,0",3,28
"双皮奶很滑很嫩，奶味很足，甜度刚刚好。","0","1,1,1,1,1,1,1,1",0,25
"店里的沙发都破了，用胶带粘着，太掉价了。","2","1,1,0,1,1,1,1,1",0,27
"糖醋藕片很脆很酸甜，很开胃，颜色也很好看。","0","1,1,1,1,1,1,1,1",0,26
"服务员给我们推荐了很多菜，最后都吃不完，浪费了。","3","1,1,1,0,1,1,1,1",1,28
"虾蟹粥熬得很绵密，虾蟹都很新鲜，料很足。","0,1","1,1,1,1,1,1,1,1",0,26
"等了很久的餐，上来时发现少了一道菜，也没提前说。","3,4","1,1,1,0,0,1,1,1",1,29
"孜然羊肉很香，羊肉很嫩，孜然味很足，配饼吃很好。","0,1","1,1,1,1,1,1,1,1",0,28
"餐厅的纸巾要收费，但很薄很差，一擦就破。","5","1,1,1,1,1,0,1,1",1,27
"冰镇秋葵很清爽，蘸芥末酱油很好吃，很特别。","0","1,1,1,1,1,1,1,1",0,26
"服务员把隔壁桌没吃完的菜端去厨房，半路掉地上了。","3","1,1,1,0,1,1,1,1",1,28
"板烧鸡腿堡很大个，鸡肉很嫩，酱汁很足，很好吃。","0","1,1,1,1,1,1,1,1",0,27
"店里的灯带一闪一闪的，很晃眼，不舒服。","2","1,1,0,1,1,1,1,1",0,26
"银鱼煎蛋很香，银鱼很多，蛋煎得很嫩。","0","1,1,1,1,1,1,1,1",0,24
"叫服务员拿个勺子，拿来的勺子上面还有饭粒。","3,7","1,1,1,0,1,1,1,0",2,28
"酸梅排骨很特别，酸甜味很开胃，排骨很嫩。","0","1,1,1,1,1,1,1,1",0,26
"结账时说团购券和会员折扣不能同享，之前没说过。","5,3","1,1,1,0,1,0,1,1",2,30
"松仁玉米很好吃，松仁很香，玉米很甜很嫩。","0","1,1,1,1,1,1,1,1",0,26
"厨房的油烟直排到大厅，熏得眼睛都睁不开。","2,7","1,1,0,1,1,1,1,0",3,29
"桂花酒酿圆子很好吃，桂花味很香，酒味很淡。","0","1,1,1,1,1,1,1,1",0,27
"服务员上菜时把菜放得很远，我要站起来才够得到。","3","1,1,1,0,1,1,1,1",1,28
"炸馒头片很香脆，配炼乳和腐乳都很好吃。","0","1,1,1,1,1,1,1,1",0,26
"店里的椅子是金属的，很凉，冬天坐着不舒服。","2","1,1,0,1,1,1,1,1",0,27
"柠檬烤鸡翅很清新，柠檬味很足，鸡翅很嫩。","0","1,1,1,1,1,1,1,1",0,26
"服务员一直在旁边站着，感觉被人监视着吃饭。","3","1,1,1,0,1,1,1,1",1,27
"叉烧炒面很有锅气，叉烧很多，面条很干爽。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的装修很旧了，墙纸都翘起来了，该翻新了。","2","1,1,0,1,1,1,1,1",0,27
"海鲜豆腐煲很鲜美，豆腐很嫩，虾仁鱿鱼都很多。","0,1","1,1,1,1,1,1,1,1",0,27
"买单的时候发现被多算了两瓶饮料，我们根本没点。","5,3","1,1,1,0,1,0,1,1",1,29
"干锅花菜很香，花菜很脆，五花肉很香，辣味刚好。","0","1,1,1,1,1,1,1,1",0,28
"店里的水有股怪味，像是自来水没过滤过的味道。","2,7","1,1,0,1,1,1,1,0",3,29
"榴莲千层蛋糕很好吃，榴莲肉很多，奶油很轻。","0","1,1,1,1,1,1,1,1",0,26
"服务员对小朋友很有耐心，帮忙拿围兜和宝宝椅。","3","1,1,1,1,1,1,1,1",0,26
